Date,Arrivals,Occupied,OccPercent,RoomRev,RevPAR,ADR,date,temp,humidity,windSpeed,precip
2022-03-21,23,41,58.57,2319.1,33.13,56.56,2022-03-21,62.7,74.5,22.3,0.959
2022-03-22,22,40,57.14,2386.03,34.09,59.65,2022-03-22,51.4,69.8,22.5,0.0
2022-03-23,18,38,55.07,2451.01,35.52,64.5,2022-03-23,53.3,37.3,25.7,0.0
2022-03-24,39,55,79.71,3689.09,53.47,67.07,2022-03-24,52.6,40.7,16.2,0.0
2022-03-25,36,60,84.51,4439.94,62.53,74.0,2022-03-25,62.6,29.6,6.7,0.0
2022-03-26,30,65,89.04,5279.57,72.32,81.22,2022-03-26,67.8,32.2,10.5,0.0
2022-03-27,20,41,56.16,3106.77,42.56,75.77,2022-03-27,71.8,37.7,17.2,0.0
2022-03-28,21,37,50.68,2708.58,37.1,73.2,2022-03-28,71.7,54.6,21.1,0.0
2022-03-29,21,31,43.84,2436.55,33.38,76.14,2022-03-29,72.3,63.8,25.9,0.0
2022-03-30,19,39,53.42,3027.81,41.48,77.64,2022-03-30,61.5,67.5,25.2,0.615
2022-03-31,29,49,68.06,4075.73,56.61,83.18,2022-03-31,55.6,51.8,20.0,0.0
